date,num_distinct_users,num_tweets,num_replies,num_retweets,num_likes,avg_replies,avg_retweets,avg_likes,avg_polarity,avg_subjectivity
2018-02-11,17438,44656,78852,31840,82500,1.7657649587961304,0.7130060910068076,1.8474561089215336,0.0781035893543326,0.240129282780479
2018-02-12,22429,54960,44687,39937,99309,0.8130822416302765,0.726655749636099,1.8069323144104803,0.0746490813293618,0.250423416060126
2018-02-13,22235,54256,38296,41750,118367,0.7058389855499853,0.7695001474491301,2.181638897080507,0.0779661154458254,0.254651620255948
2018-02-14,20827,51282,30894,40751,111805,0.6024336024336024,0.7946452946452947,2.18019968019968,0.082524136269877,0.254132212178289
2018-02-15,23606,56887,23615,49407,138438,0.4151212051962663,0.8685112591629018,2.4335612705890624,0.0730009976816979,0.254003191517204
2018-02-16,21013,50257,13197,41900,96038,0.2625902859303182,0.8337147064090574,1.9109377798117675,0.0869474957359213,0.255808075564364
2018-02-17,16415,41732,10225,26050,75090,0.24501581520176363,0.6242212211252756,1.7993386370171571,0.0819122573334819,0.256198439638092
2018-02-18,16155,41088,10863,30673,76788,0.264383761682243,0.7465196651090342,1.8688668224299065,0.0832638998436573,0.243461201885506
2018-02-19,20724,50983,14963,41192,97153,0.2934899868583645,0.8079555930408175,1.905595982974717,0.081101774018563,0.247584273484302
2018-02-20,20911,52826,15783,40110,102433,0.29877333131412565,0.7592852004694658,1.9390640972248514,0.0785533123431525,0.254111711010619
2018-02-21,19527,49917,11696,30474,79104,0.23430895286175052,0.6104934190756656,1.5847106196285834,0.0793874228382635,0.24478564522068
2018-02-22,18531,49545,12513,35820,86342,0.2525582803511959,0.7229791099000908,1.7426985568674942,0.0837661675107923,0.24617908243522
2018-02-23,16926,44495,11782,30403,76737,0.264793797055849,0.6832902573322845,1.7246207439038095,0.0798426339434045,0.251559359542746
2018-02-24,13860,37817,8727,29318,86118,0.23076923076923078,0.7752598037919454,2.2772298172779437,0.0802540204050056,0.244918255057673
2018-02-25,14227,39141,9102,24267,59698,0.2325438798191155,0.6199892695638844,1.525203750542909,0.0836953407123209,0.246819634096125
2018-02-26,18664,49351,12872,36527,90861,0.26082551518712893,0.7401471094810642,1.8411177078478653,0.0847352209369312,0.247879347850729
2018-02-27,21186,51536,11573,37781,94102,0.2245614715926731,0.733099192797268,1.8259469108972368,0.0874484172428772,0.245538104620703
2018-02-28,19105,47669,9049,27833,73039,0.1898298684679771,0.5838805093456964,1.5322117099162977,0.0805482359173755,0.24293145406746
2018-03-01,17532,44516,10900,30931,83965,0.24485578219067303,0.6948288255907988,1.88617575703118,0.0760872221385379,0.250398509023691
2018-03-02,16794,44613,13508,36066,89358,0.3027817004012283,0.808419070674467,2.0029587788312826,0.0828447753189441,0.254663487251777
2018-03-03,14018,36837,18453,28976,72498,0.5009365583516573,0.7866004289165784,1.968075576186986,0.0830349498137308,0.25240580278857
2018-03-04,13780,37480,20500,30591,68118,0.5469583778014941,0.8161953041622199,1.8174493062966917,0.0828854557982357,0.260620798895794
2018-03-05,17261,46577,17062,35278,82440,0.36631813985443457,0.7574124567919789,1.7699723039268307,0.0805753687638829,0.247827705915128
2018-03-06,17847,49083,20033,38184,86197,0.4081453863863252,0.7779475582177129,1.756147749730049,0.0748653254219361,0.246011514147448
2018-03-07,19692,51275,21706,54021,153537,0.4233252072159922,1.0535543637250122,2.994383227693808,0.0741084693570404,0.254659178495663
2018-03-08,18273,49277,26928,36701,91078,0.546461838180084,0.7447896584613511,1.8482862187227307,0.0716855814235971,0.242553532904219
2018-03-09,18468,46149,15534,33691,85650,0.3366053435610739,0.7300483217404494,1.855944874211792,0.0651548053857049,0.238824612342531
2018-03-10,13620,35445,12708,31296,81231,0.3585272958104105,0.882945408379179,2.2917477782479896,0.0793045755203725,0.242961932483236
2018-03-11,14312,36144,14348,27152,72223,0.3969676848162904,0.7512173528109783,1.998201637892873,0.0765826025611756,0.250313333016566
2018-03-12,18910,48614,14670,35162,86019,0.30176492368453534,0.7232895873616654,1.769428559674168,0.0670600356839826,0.244381809982988
2018-03-13,19037,46966,15846,38273,96632,0.3373930077077034,0.8149086573265767,2.0574883958608354,0.0767537823802048,0.225476135674709
2018-03-14,21989,53153,16000,39264,98596,0.30101781649201365,0.7386977216714015,1.8549470396779109,0.0603352785390724,0.232997129160968
2018-03-15,19678,49590,13071,46688,126516,0.2635813672111313,0.9414801371244202,2.55124016938899,0.0724482124913845,0.24281809066638
2018-03-16,17828,47119,11400,34157,84074,0.2419406184341773,0.7249092722680872,1.7842908380907914,0.0723032278914772,0.241473858811129
2018-03-17,14261,38941,11859,31359,81909,0.3045376338563468,0.805295190159472,2.103412855345266,0.0728666109176939,0.249271458411286
2018-03-18,15132,40857,18277,43228,111042,0.4473407249675698,1.0580316714394107,2.71782069168074,0.066841611914752,0.243257329755412
2018-03-19,17397,46500,18398,38059,88410,0.39565591397849464,0.8184731182795699,1.9012903225806452,0.0783295807408489,0.237810208502485
2018-03-20,18441,46553,17427,39255,92561,0.3743475178828432,0.8432324447404034,1.988292913453483,0.0687462804786743,0.241041986360896
2018-03-21,18880,47738,15942,36192,84090,0.3339477983995978,0.7581381708492186,1.7614897984833886,0.0682292795236247,0.237645648327011
2018-03-22,17518,44437,16099,33893,74012,0.36228818327069784,0.7627202556428202,1.6655489794540586,0.0614825555505744,0.23451870479008
2018-03-23,15047,39007,7796,24138,63111,0.19986156330914964,0.61881200810111,1.6179403696772374,0.0706897159198359,0.238473884162391
2018-03-24,11926,33158,14612,22939,59157,0.4406779661016949,0.6918089148923336,1.7840943362084565,0.0764532833979822,0.232503306944119
2018-03-25,12420,32889,8762,19890,52250,0.2664112621241144,0.6047614704004378,1.588677065280185,0.0788157279611867,0.234476413641794
2018-03-26,16231,42339,9241,30683,78681,0.2182621223930655,0.7246982687356811,1.8583575426911358,0.0715004162983868,0.230889592205069
2018-03-27,15524,40495,18363,33211,78427,0.4534633905420422,0.8201259414742561,1.9367082355846401,0.0764704284957588,0.24277733669907
2018-03-28,15871,41363,16982,36586,83634,0.4105601624640379,0.884510311147644,2.021951986074511,0.0743340880309217,0.236483028370325
2018-03-29,17349,44773,18571,32536,89182,0.41478122975900655,0.7266879592611618,1.9918701002836532,0.0667141032767758,0.237538176510676
2018-03-30,14840,40255,9596,30027,78434,0.238380325425413,0.745919761520308,1.948428766612843,0.062504317518463,0.236730252924782
2018-04-01,10614,27085,11619,26488,61429,0.4289828318257338,0.9779582794904929,2.268008122577072,0.0707987551323447,0.238097528974105
2018-04-02,14461,40548,16022,29870,77783,0.3951366281937457,0.736657788300286,1.918294367169774,0.0701330751578094,0.244362694561269
2018-04-03,14536,40126,11752,33686,85351,0.29287743607635947,0.8395055574938942,2.127074714648856,0.0695347397342735,0.251621518242224
2018-04-04,14281,40361,14965,26670,65807,0.37077872203364637,0.6607864027154927,1.6304600976189887,0.0641282379162069,0.24251127845709
2018-04-05,15400,41859,12138,30753,77181,0.28997348240521753,0.7346807138249839,1.8438328674836952,0.0678585920353779,0.24173114934417
2018-04-06,13985,39141,14393,28461,61683,0.36772182621803223,0.7271403387751973,1.5759178355177434,0.0627927402144679,0.248026774436778
2018-04-07,11303,32309,14151,26347,62115,0.43798941471416636,0.8154693738586771,1.9225293261939398,0.0735305772678279,0.24305990472618
2018-04-08,14184,38359,21814,30130,85372,0.568680101149665,0.7854740738809667,2.2256054641674705,0.0852498620124322,0.258167804725823
2018-04-09,14986,42953,20278,31692,75872,0.47209740879566037,0.7378297208576816,1.7663958279980445,0.0635920942261051,0.250193966003562
2018-04-10,14876,41545,12128,26995,66972,0.29192441930436874,0.6497773498615959,1.61203514261644,0.068655817253688,0.237640760152428
2018-04-11,14749,40867,14203,33870,74475,0.34754202657400834,0.828786062103898,1.8223750214109182,0.0700052419711798,0.235161518133864
2018-04-12,18380,47940,15918,42355,115025,0.3320400500625782,0.883500208594076,2.3993533583646225,0.0654570179210978,0.247512530116533
2018-04-13,15759,42501,11870,28687,76785,0.2792875461753841,0.6749723535916802,1.8066633726265264,0.0736284174876202,0.238264830399209
2018-04-14,11255,33397,9605,24172,66292,0.28760068269605055,0.7237775848130071,1.98496870976435,0.0776649275821752,0.236025462194038
2018-04-15,12356,35296,7366,22093,67170,0.20869220308250228,0.6259349501359928,1.9030485040797824,0.0825401161568009,0.23654194156824
2018-04-16,14868,41193,16266,31504,70785,0.3948729153011434,0.7647901342461098,1.718374481101158,0.0754967372253892,0.227541592040283
2018-04-17,15750,42689,10895,26595,64538,0.2552179718428635,0.6229942139661271,1.5118180327484831,0.069903529446891,0.243665816347336
2018-04-18,16127,43770,9327,25493,69144,0.21309115832762165,0.5824308887365776,1.5797121315969842,0.0723261194037587,0.227228085490747
2018-04-19,15658,42570,15426,28309,73944,0.36236786469344606,0.6649988254639417,1.7369978858350952,0.0770142196480249,0.244648830176353
2018-04-20,14303,39254,11923,28444,78834,0.30373974626789624,0.7246140520711265,2.0083048861262545,0.078645314011913,0.234529411702003
2018-04-21,12652,34717,7931,25046,72422,0.22844715845263128,0.7214333035688567,2.086067344528617,0.0771204830653256,0.234388103000591
2018-04-22,12982,36417,11080,25737,78373,0.3042535079770437,0.7067303731773622,2.1520992942856356,0.0811934572059617,0.234830975040534
2018-04-23,16190,45483,12989,33709,92620,0.28557922740364533,0.7411340500846471,2.036365235362663,0.0696837775569698,0.23038524982959
2018-04-24,17205,45854,17332,36356,101391,0.3779822916212326,0.7928643084572774,2.211170235966328,0.0730619601891115,0.247107045289547
2018-04-25,15771,42282,20085,35433,90357,0.47502483326238115,0.8380161770966369,2.137008656165744,0.0794366598112617,0.243024594629555
2018-04-26,14669,38057,11664,34787,98231,0.3064876369656042,0.9140762540399926,2.5811545839136034,0.0769368678677021,0.231740260073166
2018-04-27,13279,33434,13231,27287,75180,0.3957348806604056,0.8161452413710594,2.2486092002153497,0.0697719602040141,0.244435656939728
2018-04-28,11037,28940,9638,19452,59980,0.3330338631651693,0.6721492743607463,2.0725639253628194,0.0659070670616299,0.232171929580774
2018-04-29,11178,28309,13464,19543,53553,0.4756084637394468,0.6903458264156276,1.8917305450563424,0.0672129347892655,0.228851588816148
2018-04-30,12979,33546,10405,29347,69873,0.31017110832886186,0.8748285935730042,2.08290109103917,0.0719906223440389,0.235106603131301
2018-05-01,12639,33911,11287,27225,79253,0.33284185072690275,0.8028368376043172,2.3370882604464627,0.0766483988949162,0.244711973666777
2018-05-02,14563,37857,12707,31763,85559,0.33565787040705813,0.8390258076445571,2.2600575851229627,0.0774221595027015,0.248942732807886
2018-05-03,14817,37683,13276,34708,100314,0.3523074065228352,0.9210519332324921,2.662049199904466,0.0686345542745734,0.235910492486274
2018-05-04,14097,36490,19122,31726,86857,0.5240339819128529,0.869443683200877,2.3802959714990406,0.0709020903924855,0.246667421974358
2018-05-05,12267,32291,17222,25002,78562,0.5333374624508377,0.7742714688303243,2.432937970332291,0.0706227970041145,0.236999497756047
2018-05-06,11846,31164,13121,24697,60029,0.421030676421512,0.7924849184957001,1.9262289821589014,0.0600837531131879,0.232320004238599
2018-05-07,16727,41565,16713,39099,126064,0.4020931071815229,0.9406712378202815,3.032936364729941,0.0676810952345874,0.251632016684946
2018-05-08,15358,39280,17287,30293,80434,0.4400967413441955,0.7712067209775968,2.0477087576374746,0.0732917805797696,0.239129103619767
2018-05-09,14236,37029,20413,31689,80858,0.5512706257257824,0.8557887061492344,2.1836398498474168,0.0719784837473338,0.250684974524705
2018-05-10,14001,36380,22567,30174,76046,0.6203133589884552,0.8294117647058824,2.0903243540406815,0.0731461335721062,0.238902353168005
2018-05-11,14105,38083,13856,25277,69375,0.3638368825985348,0.6637344746999974,1.821678964367303,0.0676326498448443,0.241811645244644
2018-05-12,11289,30106,6986,23532,68112,0.23204676808609578,0.7816382116521624,2.262406164884076,0.0735796946078651,0.234773207751801
2018-05-13,11553,30892,8299,20626,62254,0.26864560403988086,0.6676809529975398,2.0152142949630973,0.0808949366238402,0.245520137403687
2018-05-14,14473,38212,12305,31581,82830,0.32201926096514183,0.8264681251962734,2.167643672144876,0.0746405701857133,0.237895242849892
2018-05-15,14396,38371,12354,24635,75518,0.3219618983086185,0.6420213181830028,1.9681009095410598,0.0702912238258418,0.237157176002262
2018-05-16,14312,37384,13242,28482,87343,0.3542157072544404,0.7618767387117483,2.336373849775305,0.0724669062684637,0.233800845747058
2018-05-17,15450,38996,11745,40049,105991,0.30118473689609193,1.027002769514822,2.717996717612063,0.0636577944073608,0.24000401924967
2018-05-18,14163,35397,9107,25034,71455,0.2572816905387462,0.7072350764189056,2.0186738989179873,0.0687145732274726,0.248960365904543
2018-05-19,10470,27367,6094,15171,44475,0.22267694668761648,0.5543537837541564,1.6251324588007454,0.0663618521696441,0.240650000619651
2018-05-20,11162,28469,5613,17042,48322,0.19716182514313815,0.5986160384980154,1.697355017738593,0.0637877441008945,0.235636520663694
2018-05-21,13012,33810,12707,30125,73605,0.37583555161194915,0.8910085773439811,2.1770186335403725,0.0710167232515787,0.232944999807274
2018-05-22,15028,38676,10410,31576,88661,0.2691591684765746,0.8164236218843728,2.2924035577619195,0.0875171949230254,0.24120164457207
2018-05-23,15381,38722,11370,33490,86668,0.29363152729714376,0.8648830122411032,2.2382108362171373,0.0696229749863241,0.231408727096586
2018-05-24,16100,39208,9510,31620,86489,0.24255254029789838,0.8064680677412773,2.205901856763926,0.0489389359770225,0.233458782593576
2018-05-25,13071,33595,7809,26637,64370,0.23244530436076796,0.7928858461080518,1.9160589373418664,0.0734572498100599,0.233555340006567
2018-05-26,10603,28078,6321,18464,50662,0.22512287199943015,0.6575966949212907,1.8043307927915093,0.0712756715209907,0.230243219248103
2018-05-27,11120,28763,6927,20733,62315,0.2408302332858186,0.7208218892326947,2.1664986267079236,0.0754033371868954,0.229056811583692
2018-05-28,13132,32776,7741,19835,62069,0.23617891139858432,0.6051684159140834,1.8937332194288503,0.0711767299531721,0.223253053454113
2018-05-29,13160,33029,9789,21930,65725,0.29637591207726544,0.6639619728117715,1.9899179508916407,0.0740256458995519,0.238756403927712
2018-05-30,12397,32187,7206,20064,58154,0.22387920589057694,0.6233572560350452,1.8067542796781308,0.0740807792150473,0.235444276351174
2018-05-31,12387,32793,7067,22980,66074,0.21550330863293995,0.7007593083889855,2.0148812246516026,0.0812097763317079,0.237712249070543
2018-06-01,12033,32810,7405,25392,76052,0.22569338616275525,0.7739103931728132,2.317951843950015,0.0772167469951149,0.229713923936356
2018-06-02,9852,26893,6332,20102,53391,0.23545160450674896,0.7474807570743316,1.9853121630163983,0.0826751210765595,0.232353097578582
2018-06-03,10586,27855,6238,18136,53077,0.22394543169987435,0.6510859809728954,1.9054747801112906,0.0813758028961601,0.234606274022492
2018-06-04,12552,33077,7392,23176,68252,0.2234785500498836,0.7006681379810744,2.063427759470327,0.0767992293074123,0.235563154022771
2018-06-05,13438,34285,7712,25139,70212,0.2249380195420738,0.733236109085606,2.047892664430509,0.0661173844611617,0.235175682935058
2018-06-06,13717,34996,8765,26361,76099,0.25045719510801234,0.7532575151445879,2.174505657789462,0.0706204445076392,0.245430517586398
2018-06-07,12593,32800,6849,21438,70640,0.2088109756097561,0.6535975609756097,2.153658536585366,0.0782039479359208,0.242332428041155
2018-06-08,11973,30340,11181,30333,70671,0.3685234014502307,0.9997692814765986,2.3293012524719843,0.0743545607636789,0.233588847980077
2018-06-09,10507,26437,7534,19776,57033,0.2849793849529069,0.7480425161705186,2.1573173960736844,0.0702592707029702,0.233522551130916
2018-06-10,12781,31650,8955,22161,69203,0.2829383886255924,0.7001895734597157,2.1865086887835705,0.072621657176417,0.234989461602875
2018-06-11,16440,38284,12255,26878,73805,0.3201076167589594,0.7020687493469857,1.9278288580085674,0.0602322609703236,0.229510435252138
2018-06-12,13905,33206,8448,24012,67061,0.2544118532795278,0.7231223272902487,2.0195446606035055,0.0643354364831599,0.23255919320891
2018-06-13,16629,39055,12301,31366,89709,0.31496607348610933,0.8031237997695557,2.296991422353092,0.057591359457967,0.251529327392333
2018-06-14,14790,34860,10572,24298,74465,0.30327022375215146,0.6970166379804934,2.1361158921399883,0.0604884405302426,0.245939156088146
2018-06-15,12072,30211,5485,19592,51846,0.18155638674654928,0.6485055112376287,1.7161298864651948,0.0713915185889067,0.240751168970959
2018-06-16,8994,23349,11328,19699,51983,0.48515996402415523,0.8436763887104373,2.226348023469956,0.0740453894720412,0.229301908642188
2018-06-17,9578,24541,15911,17582,50101,0.6483435882808362,0.7164337231571656,2.0415223503524715,0.0931097394213836,0.242055826617117
2018-06-18,13139,31662,14561,29335,97650,0.4598888257216853,0.9265049586254817,3.084138715179079,0.0708513515842773,0.231853004304469
2018-06-19,12827,31786,10566,23690,59714,0.33241049518656013,0.7452966714905933,1.8786258101050777,0.0733542395476924,0.237985125057325
2018-06-20,12662,30473,12055,28440,83689,0.3955961014668723,0.9332852032947199,2.746332819217012,0.0896670226762902,0.237611962663307
2018-06-21,11799,29929,9087,20827,55067,0.3036185639346453,0.6958802499248221,1.8399211467138894,0.0792511985864432,0.241518179376297
2018-06-22,13326,32452,15755,25980,79441,0.4854862566251695,0.8005669912486133,2.4479539011463083,0.0626377040292194,0.253407263084345
2018-06-23,9723,24273,7568,16822,59324,0.31178675895027397,0.6930334116096074,2.444032464054711,0.0712966813080314,0.24663541804965
2018-06-24,10451,25630,10102,16856,51947,0.3941474834178697,0.6576667967225908,2.0268045259461567,0.0725724067187781,0.246726500332316
2018-06-25,11778,31286,8609,22487,61350,0.2751710030045388,0.7187559930959535,1.9609409959726396,0.0743596781663401,0.24600460975396
2018-06-26,11590,30421,6728,20557,57783,0.22116301239275502,0.67575030406627,1.8994444627066829,0.0708975477321772,0.241335619607233
2018-06-27,11675,30304,6916,19782,56143,0.228220696937698,0.652785110876452,1.8526597148891235,0.0798935335165126,0.257634724000108
2018-06-28,12083,30393,6908,19725,58899,0.22728917842924357,0.6489981245681571,1.937913335307472,0.0680066141739229,0.232253862079007
2018-06-29,13139,32283,8133,21912,62855,0.25192825945544095,0.6787473283152123,1.9469999690239446,0.0729806826545915,0.237298156666151
2018-06-30,9652,24446,7330,17318,52009,0.29984455534647797,0.708418555182852,2.127505522375849,0.0762836373026116,0.243081935904815
2018-07-01,9580,24766,6108,15840,51008,0.24662844221917143,0.6395865299200517,2.0595978357425504,0.0743206006150586,0.245824205561996
2018-07-02,12252,31860,8664,22903,71041,0.271939736346516,0.7188637790332706,2.229786566227244,0.0691753633453353,0.227852411845433
2018-07-03,13098,30067,5227,16787,50198,0.17384507932284565,0.5583197525526324,1.6695380317291384,0.0696490127577667,0.220786519003348
2018-07-04,11300,27867,5754,16777,48772,0.20648078372268275,0.6020382531309434,1.750170452506549,0.0748699147445927,0.227298326404744
2018-07-05,12232,29479,8209,28468,66635,0.27846941890837545,0.9657043997421894,2.260422673767767,0.0707481357044666,0.229997398469481
2018-07-06,10760,27569,8112,23869,57935,0.29424353440458484,0.8657912873154631,2.1014545322645,0.0751517830993681,0.235515706988146
2018-07-07,8661,21796,4890,14226,43468,0.2243530923105157,0.6526885667094879,1.9943108827307763,0.0745627642488647,0.243765313871906
2018-07-08,9112,23250,5434,15712,51477,0.23372043010752688,0.6757849462365592,2.2140645161290324,0.0734318683551853,0.245106419648451
2018-07-09,11208,29672,6105,20391,59227,0.20574952817471018,0.687213534645457,1.9960568886492316,0.0766916056662021,0.266668398173456
2018-07-10,11247,28601,8532,22266,66547,0.29831124785846647,0.7785042481032132,2.326736827383658,0.0733501207525278,0.232635134116419
2018-07-11,11333,28717,8487,25080,69345,0.2955392276351987,0.8733502803217607,2.414771737994916,0.0786549876800421,0.232544494010708
2018-07-12,10919,29215,6950,21568,59635,0.2378914940954989,0.7382508985110389,2.041245935307205,0.0758461117001544,0.240906631738522
2018-07-13,12548,29177,7588,21667,63497,0.2600678616718648,0.7426054769167495,2.1762689789903007,0.0682522117801645,0.240272676186355
2018-07-14,9113,22830,4518,14635,42583,0.19789750328515113,0.6410424879544458,1.8652212001752082,0.0644355149254478,0.241622770069475
2018-07-15,8960,22615,5037,13219,43934,0.22272827769179748,0.584523546318815,1.9426929029405262,0.0752739601187419,0.241696239457086
2018-07-16,12473,31532,6976,22141,72268,0.2212355702143854,0.7021755676772802,2.2918939490041863,0.0710601492995152,0.231391087490761
2018-07-17,14319,34978,12728,50752,119926,0.36388587111898907,1.450969180627823,3.428612270570073,0.0763868987539155,0.24797096033217
2018-07-18,13389,33285,9274,31005,88250,0.2786240048069701,0.9315006759801713,2.651344449451705,0.0774517036647516,0.241165681214427
2018-07-19,11872,30346,7777,22952,81785,0.2562775983655177,0.7563435049100375,2.6950833717788174,0.080178831140939,0.24098685664286
2018-07-20,10849,28338,7845,20652,62406,0.27683675629896254,0.7287740842684735,2.2022019902604275,0.0827425953089967,0.245916102886664
2018-07-21,8817,22817,6343,19606,48678,0.2779944778016391,0.8592715957400184,2.133409300083271,0.0790830640396799,0.247322780884251
2018-07-22,9690,24747,5523,15765,50033,0.2231785670990423,0.6370469147775488,2.0217804178284235,0.0800234906700475,0.238735738673418
2018-07-23,12721,32305,8175,23823,80937,0.253056802352577,0.7374400247639684,2.505401640612908,0.0768908066913623,0.250210428094204
2018-07-24,15689,37780,11322,33868,113049,0.2996823716251985,0.8964531498147168,2.992297511911064,0.0729019484111382,0.252690651863311
2018-07-25,12969,31674,11512,30250,75989,0.36345267411757276,0.9550419902759361,2.3990970512091936,0.077562216876399,0.253205436551797
2018-07-26,13243,32613,10202,32244,90576,0.31282004108790973,0.988685493514856,2.77729739674363,0.0717371102819555,0.261098561905089
2018-07-27,12666,29812,7562,18930,59975,0.25365624580705753,0.6349792030055011,2.0117737823695157,0.0779790146776391,0.261851799244525
2018-07-28,9161,22951,11178,19551,54962,0.48703760184741407,0.8518583068275892,2.3947540412182478,0.0899384636141244,0.279138291651482
2018-07-29,9018,23448,6172,15367,56201,0.26322074377345617,0.6553650631183896,2.3968355510064825,0.0851896998915611,0.258236930276567
2018-07-30,12327,30477,8001,21379,65025,0.26252583915739736,0.7014798044426945,2.1335761393837975,0.081224332619096,0.240384363402383
2018-07-31,11981,30222,6422,19072,57048,0.21249420951624645,0.631063463701939,1.8876315267024022,0.0765664422017507,0.247593001909151
2018-08-01,11558,29385,7400,25192,77662,0.25182916453973114,0.8573081504168794,2.6429130508762975,0.0779120071078693,0.25152232373212
