"filename","sheetname","clusters","max_refs","avg_refs","min_refs","formulas","ratio"
"bill_williams_iii_000_1_1.pst.8.xls","5-7",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.8.xls","5-8",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.8.xls","5-9",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.81.xls","BES Interval Data",1,2,2.0000000000000000,2,16128,16128.0000000000000000
"bill_williams_iii_000_1_1.pst.87.xls","Automated Charge Types",1,1,1.00000000000000000000,1,134,134.0000000000000000
"bill_williams_iii_000_1_1.pst.9.xls","5-1",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-10",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-11",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-12",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-13",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-14",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-15",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-16",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-2",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-3",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-4",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-5",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-6",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-7",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-8",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.9.xls","5-9",3,24,7.1136363636363636,1,176,58.6666666666666667
"bill_williams_iii_000_1_1.pst.91.xls","Real Time",16,16,2.6144578313253012,0,498,31.1250000000000000
"brad_mckay_000_1_1.pst.0.xls","ConEd Data",7,3,1.7231833910034602,1,578,82.5714285714285714
"brad_mckay_000_1_1.pst.0.xls","Printout",19,21413,2764.5967741935483871,0,372,19.5789473684210526
"brad_mckay_000_1_1.pst.0.xls","Tenn Data",4,147317,98507.993975903614,1,664,166.0000000000000000
"brad_mckay_000_1_1.pst.0.xls","Weather",10,4321,14.5142512701283045,1,23226,2322.6000000000000000
"brad_mckay_000_1_1.pst.1.xls","Sheet1",2,132,2.9774436090225564,2,266,133.0000000000000000
"brad_mckay_000_1_1.pst.11.xls","Sheet1",4,13,6.5806451612903226,2,124,31.0000000000000000
"brad_mckay_000_1_1.pst.12.xls","Sheet1",3,17,9.3538461538461538,5,130,43.3333333333333333
"brad_mckay_000_1_1.pst.23.xls","Sheet1",1,2,2.0000000000000000,2,832,832.0000000000000000
"brad_mckay_000_1_1.pst.23.xls","Sheet3",2,257,161.9209876543209877,2,2430,1215.0000000000000000
"cara_semperger_000_1_1.pst.15.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.16.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.17.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.18.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.19.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.20.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.21.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.23.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.24.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(1)",2,26,14.0600000000000000,1,300,150.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(10)",2,26,17.2640000000000000,1,250,125.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(11)",2,26,15.0598290598290598,1,234,117.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(12)",2,26,13.8407079646017699,1,226,113.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(13)",2,26,14.4608695652173913,1,230,115.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(14)",2,26,14.3448275862068966,1,232,116.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(15)",2,26,14.3448275862068966,1,232,116.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(16)",2,26,14.3448275862068966,1,232,116.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(17)",2,26,15.5166666666666667,1,240,120.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(18)",2,26,16.1322314049586777,1,242,121.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(19)",2,26,11.1238095238095238,1,210,105.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(2)",2,26,14.4608695652173913,1,230,115.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(3)",2,26,13.1981981981981982,1,222,111.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(4)",2,26,12.5321100917431193,1,218,109.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(5)",2,26,14.4608695652173913,1,230,115.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(6)",2,26,15.6386554621848739,1,238,119.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(7)",2,26,16.7398373983739837,1,246,123.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(8)",2,26,16.9685039370078740,1,254,127.0000000000000000
"cara_semperger_000_1_1.pst.25.xls","DEC(9)",2,26,17.3779527559055118,1,254,127.0000000000000000
"cara_semperger_000_1_1.pst.26.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.27.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.28.xls","COB-SYS BR TY&DONNA",2,25,3.6666666666666667,1,108,54.0000000000000000
"cara_semperger_000_1_1.pst.35.xls","FEB(1)",3,26,11.2302158273381295,2,278,92.6666666666666667
"cara_semperger_000_1_1.pst.35.xls","FEB(2)",3,26,10.6934306569343066,2,274,91.3333333333333333
"cara_semperger_000_1_1.pst.35.xls","FEB(3)",4,26,6.2520325203252033,0,246,61.5000000000000000
"carol_st_clair_000_1_2.pst.16.xls","merchant energy group cob 05280",4,20,2.2000000000000000,1,540,135.0000000000000000
"chris_dorland_000_1_1_1.pst.0.xls","Breast Test II",4,250,5.7192982456140351,1,114,28.5000000000000000
"chris_dorland_000_1_1_1.pst.1.xls","MENSA QUESTIONAIRE",4,33,2.4117647058823529,1,136,34.0000000000000000
"chris_dorland_000_1_1_1.pst.19.xls","Data",10,523,4.9812221514958625,0,6284,628.4000000000000000
"chris_dorland_000_1_1_1.pst.19.xls","Ops1",1,1,1.00000000000000000000,1,4578,4578.0000000000000000
"chris_dorland_000_1_1_1.pst.2.xls","MENSA QUESTIONAIRE",4,33,2.4117647058823529,1,136,34.0000000000000000
"chris_dorland_000_1_1_1.pst.22.xls","Final MTM",11,297,67.1166253101736973,0,2418,219.8181818181818182
"chris_dorland_000_1_1_1.pst.22.xls","MIDS",4,2,1.0161290322580645,1,248,62.0000000000000000
"chris_dorland_000_1_1_1.pst.22.xls","Work In Progress",9,297,69.9125541125541126,0,2310,256.6666666666666667
"chris_dorland_000_1_1_1.pst.23.xls","Final MTM",11,297,67.1166253101736973,0,2418,219.8181818181818182
"chris_dorland_000_1_1_1.pst.23.xls","MIDS",2,1,1.00000000000000000000,1,250,125.0000000000000000
"chris_dorland_000_1_1_1.pst.23.xls","Work In Progress",9,297,69.9125541125541126,0,2310,256.6666666666666667
"chris_dorland_000_1_1_1.pst.27.xls","X Forecast",7,10,3.0540540540540541,1,222,31.7142857142857143
"chris_dorland_000_1_1_1.pst.31.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.32.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.34.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.38.xls","Terminated Contracts",1,95,95.0000000000000000,95,104,104.0000000000000000
"chris_dorland_000_1_1_1.pst.42.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.43.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.44.xls","Pivot",1,30,30.0000000000000000,30,258,258.0000000000000000
"chris_dorland_000_1_1_1.pst.45.xls","Data",3,6,2.5851851851851852,0,5400,1800.0000000000000000
"chris_dorland_000_1_1_1.pst.46.xls","New Fx",10,182,12.0850340136054422,1,1176,117.6000000000000000
"chris_dorland_000_1_1_1.pst.47.xls","$CND OPTIONS",17,26,2.6538812785388128,0,2190,128.8235294117647059
"chris_dorland_000_1_1_1.pst.47.xls","$US OPTIONS",17,26,2.7810457516339869,0,1224,72.0000000000000000
"chris_dorland_000_1_1_1.pst.47.xls","MIDS DATA",1,1,1.00000000000000000000,1,6006,6006.0000000000000000
"chris_dorland_000_1_1_1.pst.47.xls","SWAP MODEL",20,179,2.8886885984677783,0,8876,443.8000000000000000
"chris_dorland_000_1_1_1.pst.47.xls","SWAPTIONS",18,145,2.7014563106796117,0,824,45.7777777777777778
"chris_dorland_000_1_1_1.pst.50.xls","1999 Equity Trading",3,40,3.3939393939393939,2,132,44.0000000000000000
"chris_dorland_000_1_1_1.pst.51.xls","Apr 00 - Oct 00 X Forecast",13,12,2.1282051282051282,1,468,36.0000000000000000
"chris_dorland_000_1_1_1.pst.56.xls","Dorland Aeco Forecast",7,7,2.7719298245614035,1,114,16.2857142857142857
"chris_dorland_000_1_1_1.pst.58.xls","ECAR",2,29,3.7120000000000000,1,250,125.0000000000000000
"chris_dorland_000_1_1_1.pst.58.xls","MAIN",3,11,3.1320754716981132,1,106,35.3333333333333333
"chris_dorland_000_1_1_1.pst.58.xls","SPP",4,8,2.4310344827586207,0,116,29.0000000000000000
"chris_dorland_000_1_1_1.pst.59.xls","Dec00",17,54,7.8202898550724638,1,2070,121.7647058823529412
"chris_dorland_000_1_1_1.pst.59.xls","Feb01",17,54,7.7555555555555556,1,1890,111.1764705882352941
"chris_dorland_000_1_1_1.pst.59.xls","Jan01",17,54,7.8202898550724638,1,2070,121.7647058823529412
"chris_dorland_000_1_1_1.pst.59.xls","Nov00",17,54,8.5727170236753100,1,1774,104.3529411764705882
"chris_dorland_000_1_1_1.pst.6.xls","NWPL & PGE Map",14,9512,115.8806228373702422,0,1156,82.5714285714285714
"chris_dorland_000_1_1_1.pst.6.xls","OPS_SHEET NEW",23,311690,23409.760421237385,0,4558,198.1739130434782609
"chris_dorland_000_1_1_1.pst.6.xls","TCPL Map",29,32571398,2472667.914893617021,0,470,16.2068965517241379
"chris_dorland_000_1_1_1.pst.6.xls","TradeOPs",31,13434882,812514.688654353562,0,2274,73.3548387096774194
"chris_dorland_000_1_1_1.pst.61.xls","ECAR",5,29,3.1376811594202899,0,276,55.2000000000000000
"chris_dorland_000_1_1_1.pst.61.xls","MAIN",5,11,2.8965517241379310,0,116,23.2000000000000000
"chris_dorland_000_1_1_1.pst.61.xls","PJM",4,22,1.3968253968253968,0,126,31.5000000000000000
"chris_dorland_000_1_1_1.pst.61.xls","SPP",4,8,1.6285714285714286,0,140,35.0000000000000000
"chris_dorland_000_1_1_1.pst.7.xls","NWPL & PGE Map",14,9512,115.8806228373702422,0,1156,82.5714285714285714
"chris_dorland_000_1_1_1.pst.7.xls","TCPL Map",29,32571398,2472667.914893617021,0,470,16.2068965517241379
"chris_dorland_000_1_1_1.pst.8.xls","Current Prices",19,1489,117.6183206106870229,0,786,41.3684210526315789
"chris_dorland_000_1_1_1.pst.8.xls","NG-Historicals - Current Mth",2,2,1.9966777408637874,1,602,301.0000000000000000
"chris_dorland_000_1_1_1.pst.9.xls","X Forecast",8,10,2.7160493827160494,1,162,20.2500000000000000
"chris_germany_000_1_1_1.pst.100.xls","Oct-00 EPA",10,356,6.0044843049327354,0,892,89.2000000000000000
"chris_germany_000_1_1_1.pst.101.xls","Activity",5,12,2.5000000000000000,1,112,22.4000000000000000
"chris_germany_000_1_1_1.pst.101.xls","Daily Activity",7,32,2.2145127118644068,0,3776,539.4285714285714286
"chris_germany_000_1_1_1.pst.102.xls","Oct-00 EPA",11,355,5.6935123042505593,0,894,81.2727272727272727
"chris_germany_000_1_1_1.pst.103.xls","CNG",8,33,5.0379746835443038,0,158,19.7500000000000000
"chris_germany_000_1_1_1.pst.107.xls","Sheet1",12,13,2.0000000000000000,0,286,23.8333333333333333
"chris_germany_000_1_1_1.pst.109.xls","Total Reqs",7,85,2.8095928126358499,0,13802,1971.7142857142857143
"chris_germany_000_1_1_1.pst.111.xls","CES Retail East",7,19,3.0400000000000000,0,150,21.4285714285714286
"chris_germany_000_1_1_1.pst.111.xls","Pricing",10,7,3.3793103448275862,0,116,11.6000000000000000
"chris_germany_000_1_1_1.pst.112.xls","Oct-00 EPA",11,355,5.6935123042505593,0,894,81.2727272727272727
"chris_germany_000_1_1_1.pst.123.xls","CES Retail East",11,22,2.6700507614213198,0,394,35.8181818181818182
"chris_germany_000_1_1_1.pst.123.xls","CES Retail Mrkt",9,46,3.4067796610169492,0,236,26.2222222222222222
"chris_germany_000_1_1_1.pst.125.xls","Total Reqs",8,85,3.2303249097472924,0,13850,1731.2500000000000000
"chris_germany_000_1_1_1.pst.127.xls","CGAS",7,32,2.6138613861386139,0,808,115.4285714285714286
"chris_germany_000_1_1_1.pst.127.xls","NEW Retail East",11,22,2.6470588235294118,0,374,34.0000000000000000
"chris_germany_000_1_1_1.pst.127.xls","New Retail Mrkt",9,48,3.2740740740740741,0,270,30.0000000000000000
"chris_germany_000_1_1_1.pst.127.xls","Sheet2",7,46,3.0300751879699248,0,266,38.0000000000000000
"chris_germany_000_1_1_1.pst.127.xls","Spot Deals",2,1,1.00000000000000000000,1,118,59.0000000000000000
"chris_germany_000_1_1_1.pst.130.xls","Nov-00 EPA",11,164,4.4856396866840731,0,766,69.6363636363636364
"chris_germany_000_1_1_1.pst.131.xls","CES Retail East",11,22,2.6368421052631579,0,380,34.5454545454545455
"chris_germany_000_1_1_1.pst.131.xls","CES Retail Mrkt",9,42,3.1578947368421053,0,228,25.3333333333333333
"chris_germany_000_1_1_1.pst.131.xls","CGAS",6,32,2.5585106382978723,1,752,125.3333333333333333
"chris_germany_000_1_1_1.pst.131.xls","Sheet2",7,59,3.1511627906976744,0,344,49.1428571428571429
"chris_germany_000_1_1_1.pst.131.xls","Spot Deals",2,1,1.00000000000000000000,1,118,59.0000000000000000
"chris_germany_000_1_1_1.pst.138.xls","CES Retail East",11,22,2.6368421052631579,0,380,34.5454545454545455
"chris_germany_000_1_1_1.pst.138.xls","CES Retail Mrkt",9,42,3.1578947368421053,0,228,25.3333333333333333
"chris_germany_000_1_1_1.pst.138.xls","CGAS",12,32,2.8366935483870968,0,992,82.6666666666666667
"chris_germany_000_1_1_1.pst.138.xls","Sheet2",7,59,3.1511627906976744,0,344,49.1428571428571429
"chris_germany_000_1_1_1.pst.138.xls","Spot Deals",2,1,1.00000000000000000000,1,118,59.0000000000000000
"chris_germany_000_1_1_1.pst.140.xls","New Power - Sales",1,419,15.7600000000000000,1,200,200.0000000000000000
"chris_germany_000_1_1_1.pst.142.xls","Dec-00 EPA",10,164,4.7454545454545455,0,660,66.0000000000000000
"chris_germany_000_1_1_1.pst.144.xls","newpower-sales10'00",1,448,16.2307692307692308,1,208,208.0000000000000000
"chris_germany_000_1_1_1.pst.145.xls","Dec Setup",13,158,17.4318251769775315,0,6498,499.8461538461538462
"chris_germany_000_1_1_1.pst.147.xls","CGAS",6,32,2.5776892430278884,1,502,83.6666666666666667
"chris_germany_000_1_1_1.pst.147.xls","NEW Retail East",8,26,2.7100591715976331,0,338,42.2500000000000000
"chris_germany_000_1_1_1.pst.147.xls","New Retail Mrkt",9,51,3.2777777777777778,0,288,32.0000000000000000
"chris_germany_000_1_1_1.pst.147.xls","Sheet2",7,46,3.0300751879699248,0,266,38.0000000000000000
"chris_germany_000_1_1_1.pst.147.xls","Spot Deals",3,7,1.7982832618025751,1,466,155.3333333333333333
"chris_germany_000_1_1_1.pst.148.xls","Act, Nov-Dec",5,24,1.9475587703435805,1,1106,221.2000000000000000
"chris_germany_000_1_1_1.pst.148.xls","Nov-Dec",7,28,2.8278688524590164,0,244,34.8571428571428571
"chris_germany_000_1_1_1.pst.148.xls","Sheet1",5,4,1.7822222222222222,1,450,90.0000000000000000
"chris_germany_000_1_1_1.pst.15.xls","Jun EPA Vols",8,774,7.0336633663366337,0,2020,252.5000000000000000
"chris_germany_000_1_1_1.pst.151.xls","curves",1,12,12.0000000000000000,12,156,156.0000000000000000
"chris_germany_000_1_1_1.pst.151.xls","Dec 1",12,34,4.6000000000000000,0,200,16.6666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 2",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 3",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 4",12,34,4.3962264150943396,0,212,17.6666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 5",12,34,4.3644859813084112,0,214,17.8333333333333333
"chris_germany_000_1_1_1.pst.151.xls","Dec 6",12,34,4.3333333333333333,0,216,18.0000000000000000
"chris_germany_000_1_1_1.pst.151.xls","Dec 7",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 8",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.151.xls","Dec 8 (2)",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","curves",1,12,12.0000000000000000,12,156,156.0000000000000000
"chris_germany_000_1_1_1.pst.152.xls","Dec 1",12,34,4.6000000000000000,0,200,16.6666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 10",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 11",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 12",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 2",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 3",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 4",12,34,4.3962264150943396,0,212,17.6666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 5",12,34,4.3644859813084112,0,214,17.8333333333333333
"chris_germany_000_1_1_1.pst.152.xls","Dec 6",12,34,4.3333333333333333,0,216,18.0000000000000000
"chris_germany_000_1_1_1.pst.152.xls","Dec 7",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 8",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.152.xls","Dec 9",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","curves",1,12,12.0000000000000000,12,156,156.0000000000000000
"chris_germany_000_1_1_1.pst.153.xls","Dec 1",12,34,4.6000000000000000,0,200,16.6666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 10",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 11",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 12",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 13",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 2",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 3",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 4",12,34,4.3962264150943396,0,212,17.6666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 5",12,34,4.3644859813084112,0,214,17.8333333333333333
"chris_germany_000_1_1_1.pst.153.xls","Dec 6",12,34,4.3333333333333333,0,216,18.0000000000000000
"chris_germany_000_1_1_1.pst.153.xls","Dec 7",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 8",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.153.xls","Dec 9",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","curves",1,12,12.0000000000000000,12,156,156.0000000000000000
"chris_germany_000_1_1_1.pst.154.xls","Dec 1",12,34,4.6000000000000000,0,200,16.6666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 10",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 11",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 12",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 13",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 2",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 3",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 4",12,34,4.3962264150943396,0,212,17.6666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 5",12,34,4.3644859813084112,0,214,17.8333333333333333
"chris_germany_000_1_1_1.pst.154.xls","Dec 6",12,34,4.3333333333333333,0,216,18.0000000000000000
"chris_germany_000_1_1_1.pst.154.xls","Dec 7",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 8",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.154.xls","Dec 9",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","curves",1,12,12.0000000000000000,12,156,156.0000000000000000
"chris_germany_000_1_1_1.pst.157.xls","Dec 1",12,34,4.6000000000000000,0,200,16.6666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 10",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 11",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 12",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 13",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 14",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 2",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 3",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 4",12,34,4.3962264150943396,0,212,17.6666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 5",12,34,4.3644859813084112,0,214,17.8333333333333333
"chris_germany_000_1_1_1.pst.157.xls","Dec 6",12,34,4.3333333333333333,0,216,18.0000000000000000
"chris_germany_000_1_1_1.pst.157.xls","Dec 7",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 8",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.157.xls","Dec 9",12,34,4.3027522935779817,0,218,18.1666666666666667
"chris_germany_000_1_1_1.pst.158.xls","AGT",2,91,86.0434782608695652,21,1426,713.0000000000000000
"chris_germany_000_1_1_1.pst.159.xls","Sheet1",13,2,1.3569883167459974,0,4622,355.5384615384615385
"chris_germany_000_1_1_1.pst.16.xls","Apr 2000",16,30,4.0474452554744526,0,548,34.2500000000000000
"chris_germany_000_1_1_1.pst.16.xls","Feb 2000",13,29,3.3373015873015873,0,504,38.7692307692307692
"chris_germany_000_1_1_1.pst.16.xls","Jan 2000",13,31,3.3432835820895522,0,536,41.2307692307692308
"chris_germany_000_1_1_1.pst.16.xls","Mar 2000",13,31,3.3345724907063197,0,538,41.3846153846153846
"chris_germany_000_1_1_1.pst.16.xls","MAY 2000",21,31,3.6636771300448430,0,892,42.4761904761904762
"chris_germany_000_1_1_1.pst.16.xls","NEW MASTER SHEET",13,31,3.3520599250936330,0,534,41.0769230769230769
"chris_germany_000_1_1_1.pst.160.xls","Tenn",2,44,22.5000000000000000,1,124,62.0000000000000000
"chris_germany_000_1_1_1.pst.162.xls","1-00",9,7,2.6779661016949153,0,118,13.1111111111111111
"chris_germany_000_1_1_1.pst.162.xls","11-99",9,7,2.6779661016949153,0,118,13.1111111111111111
"chris_germany_000_1_1_1.pst.162.xls","12-99",9,7,2.6779661016949153,0,118,13.1111111111111111
"chris_germany_000_1_1_1.pst.167.xls","Sheet1",5,31,5.2448979591836735,1,588,117.6000000000000000
"chris_germany_000_1_1_1.pst.169.xls","Jan Setup",15,296,18.9507121139382301,0,12498,833.2000000000000000
"chris_germany_000_1_1_1.pst.172.xls","Sheet1",13,1,0.58199753390875462392,0,1622,124.7692307692307692
"chris_germany_000_1_1_1.pst.173.xls","Sheet1",13,1,0.58148148148148148148,0,1620,124.6153846153846154
"chris_germany_000_1_1_1.pst.175.xls","Sheet1",13,1,0.55974025974025974026,0,1540,118.4615384615384615
"chris_germany_000_1_1_1.pst.176.xls","Feb'00 CES",11,2,0.59154929577464788732,0,284,25.8181818181818182
"chris_germany_000_1_1_1.pst.178.xls","Feb'00 CES 01_27_00updat",11,2,0.60869565217391304348,0,276,25.0909090909090909
"chris_germany_000_1_1_1.pst.179.xls","Feb Setup",14,274,20.1631606858759060,0,11314,808.1428571428571429
"chris_germany_000_1_1_1.pst.18.xls","Jun EPA Vols",8,774,7.0336633663366337,0,2020,252.5000000000000000
"chris_germany_000_1_1_1.pst.181.xls","Feb'00 CES 01_27_00updat",11,2,0.60431654676258992806,0,278,25.2727272727272727
"chris_germany_000_1_1_1.pst.182.xls","Tenn",3,29,13.9076086956521739,1,1104,368.0000000000000000
"chris_germany_000_1_1_1.pst.183.xls","AGT",10,115,101.1504559270516717,0,1316,131.6000000000000000
